ingredient_name,category_id,category_name,quantity_kg,shelf_life_days,calories_per_100,purchase_days_ago,days_until_expiry,storage_location,storage_temp_c,waste_quantity_kg,waste_ratio,risk_level,risk_code,consumption_frequency,user_is_vegetarian,waste_reason
Kos,4,Bulmet,1.21,7,61,3,9,Raft,20.0,0.217,0.179,low,0,15,0,spoiled
Bukë,5,Drithëra,5.87,3,265,0,8,Kuzhinë,20.0,1.221,0.208,low,0,2,1,spoiled
Qumësht,4,Bulmet,4.21,5,42,4,-2,Qilar,20.0,1.646,0.391,high,2,1,1,overcooked
Piper,6,Erëza,0.13,1000,251,223,775,Frigorifer,4.0,0.002,0.019,low,0,14,0,none
Bukë,5,Drithëra,0.73,3,265,0,1,Qilar,20.0,0.561,0.769,high,2,14,0,spoiled
Vaj ulliri,6,Erëza,6.45,365,884,330,38,Qilar,20.0,0.548,0.085,low,0,13,1,other
Mish pule,3,Mish,0.89,3,165,1,4,Kuzhinë,20.0,0.575,0.646,medium,1,17,0,spoiled
Piper,6,Erëza,0.13,1000,251,23,978,Kuzhinë,20.0,0.055,0.42,low,0,18,1,other
Piper,6,Erëza,2.37,1000,251,471,531,Frigorifer,4.0,0.365,0.154,low,0,2,1,expired
Lakër,1,Perime,2.14,14,25,1,10,Kuzhinë,20.0,0.385,0.18,low,0,20,0,spoiled
Tërshërë,5,Drithëra,0.54,180,389,112,68,Frigorifer,4.0,0.0,0,low,0,5,0,none
Lakër,1,Perime,8.18,14,25,11,5,Raft,20.0,1.947,0.238,medium,1,20,0,spoiled
Banane,2,Fruta,8.77,6,89,5,6,Frigorifer,4.0,2.833,0.323,medium,1,18,0,other
Djathë,4,Bulmet,5.01,14,264,5,12,Raft,20.0,1.127,0.225,low,0,11,1,other
Spinaq,1,Perime,3.07,5,23,1,9,Qilar,20.0,0.0,0,low,0,5,1,none
Qepë,1,Perime,5.67,30,40,30,3,Raft,20.0,1.973,0.348,medium,1,17,0,other
Lakër,1,Perime,2.62,14,25,5,7,Frigorifer,4.0,1.459,0.557,medium,1,18,0,expired
Mollë,2,Fruta,3.83,21,52,19,-1,Frigorifer,4.0,1.777,0.464,high,2,7,0,other
Speca,1,Perime,8.71,10,31,5,6,Ngrirës,-18.0,2.831,0.325,medium,1,4,1,spoiled
Bukë,5,Drithëra,6.08,3,265,1,5,Ngrirës,-18.0,1.781,0.293,medium,1,18,0,overcooked
Mish pule,3,Mish,4.72,3,165,2,2,Kuzhinë,20.0,2.771,0.587,high,2,15,0,other
Vaj ulliri,6,Erëza,8.41,365,884,104,263,Qilar,20.0,2.346,0.279,low,0,14,0,spoiled
Tërshërë,5,Drithëra,1.54,180,389,66,119,Kuzhinë,20.0,0.433,0.281,low,0,10,0,spoiled
Limon,2,Fruta,2.38,21,29,18,3,Kuzhinë,20.0,0.526,0.221,medium,1,18,0,overcooked
Vaj ulliri,6,Erëza,8.23,365,884,328,41,Qilar,20.0,0.0,0,low,0,6,0,none
Tërshërë,5,Drithëra,5.51,180,389,47,138,Frigorifer,4.0,0.876,0.159,low,0,17,0,expired
Piper,6,Erëza,6.72,1000,251,782,215,Ngrirës,-18.0,0.0,0,low,0,3,0,none
Domate,1,Perime,2.27,7,18,7,2,Frigorifer,4.0,1.705,0.751,high,2,20,1,other
Domate,1,Perime,0.17,7,18,6,-2,Raft,20.0,0.143,0.839,high,2,10,0,other
Kripë,6,Erëza,9.4,1000,0,183,815,Frigorifer,4.0,1.175,0.125,low,0,17,0,spoiled
Speca,1,Perime,6.24,10,31,4,8,Qilar,20.0,0.524,0.084,low,0,13,1,spoiled
Bukë,5,Drithëra,2.34,3,265,0,0,Frigorifer,4.0,1.755,0.75,high,2,13,1,other
Djathë,4,Bulmet,4.81,14,264,10,1,Kuzhinë,20.0,2.799,0.582,high,2,11,0,expired
Lakër,1,Perime,2.19,14,25,13,5,Qilar,20.0,0.526,0.24,medium,1,2,0,overcooked
Djathë,4,Bulmet,5.68,14,264,0,13,Ngrirës,-18.0,1.238,0.218,low,0,19,0,other
Patate,1,Perime,3.06,45,77,36,9,Raft,20.0,0.135,0.044,low,0,13,0,none
Mish pule,3,Mish,7.58,3,165,1,0,Frigorifer,4.0,1.471,0.194,high,2,4,1,spoiled
Piper,6,Erëza,0.85,1000,251,619,384,Qilar,20.0,0.083,0.098,low,0,1,0,other
Salmon,3,Mish,2.36,2,208,2,3,Kuzhinë,20.0,0.222,0.094,medium,1,3,0,spoiled
Bukë,5,Drithëra,0.83,3,265,2,0,Kuzhinë,20.0,0.576,0.694,high,2,5,1,overcooked
Portokall,2,Fruta,1.15,14,47,0,15,Frigorifer,4.0,0.0,0,low,0,5,0,none
Kastravec,1,Perime,4.37,7,16,6,-1,Frigorifer,4.0,2.998,0.686,high,2,3,0,expired
Gjalpë,4,Bulmet,6.02,30,717,10,23,Frigorifer,4.0,1.535,0.255,low,0,18,0,spoiled
Pasta,5,Drithëra,3.87,365,131,71,295,Qilar,20.0,0.433,0.112,low,0,9,1,spoiled
Patate,1,Perime,1.76,45,77,17,31,Qilar,20.0,0.033,0.019,low,0,9,0,none
Tërshërë,5,Drithëra,6.29,180,389,152,28,Kuzhinë,20.0,2.195,0.349,low,0,4,0,overcooked
Domate,1,Perime,9.49,7,18,5,5,Qilar,20.0,3.274,0.345,medium,1,14,0,overcooked
Limon,2,Fruta,6.07,21,29,6,19,Qilar,20.0,0.0,0,low,0,6,1,none
Limon,2,Fruta,2.99,21,29,20,5,Qilar,20.0,1.662,0.556,medium,1,13,0,other
Portokall,2,Fruta,1.23,14,47,9,5,Raft,20.0,0.304,0.247,medium,1,18,0,expired
Tërshërë,5,Drithëra,4.67,180,389,53,131,Frigorifer,4.0,0.859,0.184,low,0,14,1,spoiled
Oriz,5,Drithëra,3.1,365,130,129,235,Kuzhinë,20.0,0.0,0,low,0,13,0,none
Vezë,3,Mish,9.91,21,155,15,9,Kuzhinë,20.0,0.0,0,low,0,18,0,none
Kripë,6,Erëza,9.69,1000,0,718,287,Raft,20.0,0.262,0.027,low,0,3,0,none
Vaj ulliri,6,Erëza,2.56,365,884,340,27,Raft,20.0,0.522,0.204,low,0,13,0,other
Karrota,1,Perime,0.2,30,41,8,22,Raft,20.0,0.056,0.279,low,0,17,0,other
Portokall,2,Fruta,3.97,14,47,12,7,Kuzhinë,20.0,2.402,0.605,medium,1,4,0,other
Patate,1,Perime,1.25,45,77,9,38,Qilar,20.0,0.655,0.524,low,0,11,1,spoiled
Qumësht,4,Bulmet,4.88,5,42,3,0,Qilar,20.0,1.884,0.386,high,2,3,0,expired
Kripë,6,Erëza,7.14,1000,0,23,979,Frigorifer,4.0,1.342,0.188,low,0,6,0,spoiled
Djathë,4,Bulmet,1.69,14,264,8,9,Kuzhinë,20.0,0.346,0.205,low,0,6,0,other
Mish pule,3,Mish,0.39,3,165,1,6,Raft,20.0,0.106,0.272,medium,1,14,1,expired
Bukë,5,Drithëra,2.23,3,265,2,-1,Raft,20.0,0.807,0.362,high,2,6,0,overcooked
Speca,1,Perime,4.63,10,31,4,10,Raft,20.0,0.0,0,low,0,11,1,none
Gjalpë,4,Bulmet,3.99,30,717,3,29,Ngrirës,-18.0,0.004,0.001,low,0,10,0,none
Pasta,5,Drithëra,1.43,365,131,60,305,Qilar,20.0,0.333,0.233,low,0,4,0,overcooked
Bukë,5,Drithëra,1.5,3,265,3,3,Kuzhinë,20.0,0.209,0.139,medium,1,6,1,spoiled
Djathë,4,Bulmet,1.75,14,264,4,9,Ngrirës,-18.0,0.0,0,low,0,11,1,none
Gjalpë,4,Bulmet,0.63,30,717,11,16,Kuzhinë,20.0,0.001,0.002,low,0,18,1,none
Mish viçi,3,Mish,6.88,4,250,3,5,Kuzhinë,20.0,2.133,0.31,medium,1,6,0,expired
Kripë,6,Erëza,7.63,1000,0,299,698,Ngrirës,-18.0,0.542,0.071,low,0,15,1,expired
Kos,4,Bulmet,1.23,7,61,5,7,Frigorifer,4.0,0.595,0.484,medium,1,15,0,other
Karrota,1,Perime,7.39,30,41,20,10,Kuzhinë,20.0,0.0,0,low,0,9,0,none
Majdanoz,6,Erëza,8.19,5,36,3,0,Ngrirës,-18.0,8.19,1,high,2,7,0,other
Kastravec,1,Perime,6.2,7,16,3,4,Raft,20.0,2.275,0.367,medium,1,9,0,overcooked
Bukë,5,Drithëra,3.0,3,265,2,6,Frigorifer,4.0,0.351,0.117,medium,1,5,1,expired
Mollë,2,Fruta,8.68,21,52,4,16,Ngrirës,-18.0,0.868,0.1,low,0,13,1,spoiled
Kos,4,Bulmet,6.36,7,61,6,4,Kuzhinë,20.0,3.409,0.536,medium,1,3,0,other
Qumësht,4,Bulmet,7.52,5,42,5,2,Raft,20.0,3.256,0.433,high,2,1,0,other
Oriz,5,Drithëra,6.68,365,130,183,180,Raft,20.0,0.995,0.149,low,0,13,0,other
Piper,6,Erëza,2.2,1000,251,274,728,Raft,20.0,0.361,0.164,low,0,5,1,overcooked
Pasta,5,Drithëra,7.65,365,131,23,340,Kuzhinë,20.0,0.0,0,low,0,1,0,none
Majdanoz,6,Erëza,1.66,5,36,3,-1,Ngrirës,-18.0,1.258,0.758,high,2,10,0,overcooked
Patate,1,Perime,6.58,45,77,16,27,Qilar,20.0,0.605,0.092,low,0,6,0,other
Oriz,5,Drithëra,3.12,365,130,358,7,Frigorifer,4.0,0.752,0.241,medium,1,1,0,other
Patate,1,Perime,1.41,45,77,14,36,Kuzhinë,20.0,0.18,0.128,low,0,1,0,overcooked
Piper,6,Erëza,1.29,1000,251,880,123,Ngrirës,-18.0,0.053,0.041,low,0,13,0,none
Tërshërë,5,Drithëra,8.08,180,389,26,156,Qilar,20.0,0.0,0,low,0,10,0,none
Mish pule,3,Mish,7.76,3,165,1,1,Raft,20.0,6.022,0.776,high,2,6,1,overcooked
Tërshërë,5,Drithëra,2.21,180,389,38,145,Raft,20.0,0.398,0.18,low,0,15,0,expired
Karrota,1,Perime,1.49,30,41,3,30,Ngrirës,-18.0,0.007,0.005,low,0,8,0,none
Oriz,5,Drithëra,0.93,365,130,283,83,Frigorifer,4.0,0.212,0.228,low,0,10,0,spoiled
Tërshërë,5,Drithëra,3.98,180,389,165,12,Ngrirës,-18.0,0.621,0.156,low,0,16,1,expired
Lakër,1,Perime,5.05,14,25,9,3,Raft,20.0,0.197,0.039,medium,1,1,0,none
Limon,2,Fruta,1.41,21,29,18,6,Kuzhinë,20.0,0.21,0.149,medium,1,3,0,expired
Domate,1,Perime,2.7,7,18,0,4,Kuzhinë,20.0,1.269,0.47,medium,1,17,0,other
Mish viçi,3,Mish,7.05,4,250,0,9,Frigorifer,4.0,0.113,0.016,low,0,10,0,none
Qumësht,4,Bulmet,9.22,5,42,1,9,Qilar,20.0,0.738,0.08,low,0,13,0,overcooked
Bukë,5,Drithëra,4.43,3,265,1,-1,Frigorifer,4.0,2.711,0.612,high,2,15,0,overcooked
Pasta,5,Drithëra,7.44,365,131,89,274,Frigorifer,4.0,3.281,0.441,low,0,5,0,spoiled
Salmon,3,Mish,9.53,2,208,2,5,Ngrirës,-18.0,3.326,0.349,medium,1,12,0,overcooked
Tërshërë,5,Drithëra,8.88,180,389,7,175,Kuzhinë,20.0,0.0,0,low,0,9,0,none
Mollë,2,Fruta,7.15,21,52,18,1,Frigorifer,4.0,3.01,0.421,high,2,16,0,overcooked
Kastravec,1,Perime,2.63,7,16,1,4,Ngrirës,-18.0,0.8,0.304,medium,1,17,0,expired
Majdanoz,6,Erëza,8.64,5,36,1,1,Ngrirës,-18.0,3.931,0.455,high,2,6,0,other
Lakër,1,Perime,3.29,14,25,6,10,Qilar,20.0,0.415,0.126,low,0,3,0,expired
Qumësht,4,Bulmet,6.77,5,42,0,4,Frigorifer,4.0,2.234,0.33,medium,1,13,0,other
Majdanoz,6,Erëza,2.89,5,36,2,5,Frigorifer,4.0,1.381,0.478,medium,1,18,1,expired
Portokall,2,Fruta,2.09,14,47,9,6,Qilar,20.0,0.612,0.293,medium,1,19,1,spoiled
Tërshërë,5,Drithëra,9.01,180,389,62,117,Frigorifer,4.0,0.0,0,low,0,14,0,none
Lakër,1,Perime,5.46,14,25,10,1,Kuzhinë,20.0,3.32,0.608,high,2,10,0,spoiled
Qumësht,4,Bulmet,9.83,5,42,3,6,Frigorifer,4.0,2.929,0.298,medium,1,5,0,expired
Qepë,1,Perime,9.22,30,40,28,7,Kuzhinë,20.0,0.258,0.028,medium,1,3,0,none
Qumësht,4,Bulmet,1.42,5,42,3,0,Raft,20.0,1.088,0.766,high,2,19,0,other
Pasta,5,Drithëra,9.65,365,131,121,245,Kuzhinë,20.0,0.878,0.091,low,0,11,0,other
Mollë,2,Fruta,2.41,21,52,6,14,Raft,20.0,0.554,0.23,low,0,4,0,expired
Kastravec,1,Perime,4.55,7,16,5,5,Ngrirës,-18.0,1.834,0.403,medium,1,15,0,other
Mollë,2,Fruta,8.54,21,52,2,18,Qilar,20.0,1.682,0.197,low,0,20,0,spoiled
Piper,6,Erëza,8.58,1000,251,151,847,Kuzhinë,20.0,0.043,0.005,low,0,17,0,none
Pasta,5,Drithëra,3.06,365,131,89,273,Kuzhinë,20.0,0.0,0,low,0,15,0,none
Karrota,1,Perime,4.67,30,41,25,4,Ngrirës,-18.0,1.583,0.339,medium,1,5,0,other
Portokall,2,Fruta,6.89,14,47,10,2,Raft,20.0,4.389,0.637,high,2,19,0,expired
Domate,1,Perime,9.97,7,18,3,8,Qilar,20.0,1.236,0.124,low,0,4,0,other
Qepë,1,Perime,1.76,30,40,18,15,Kuzhinë,20.0,0.069,0.039,low,0,16,0,none
Mish pule,3,Mish,6.86,3,165,1,4,Qilar,20.0,2.202,0.321,medium,1,15,0,expired
Gjalpë,4,Bulmet,6.23,30,717,7,24,Kuzhinë,20.0,1.209,0.194,low,0,14,1,expired
Patate,1,Perime,2.87,45,77,8,40,Raft,20.0,0.565,0.197,low,0,8,0,other
Kripë,6,Erëza,7.16,1000,0,491,514,Kuzhinë,20.0,2.835,0.396,low,0,12,0,other
Mollë,2,Fruta,1.88,21,52,10,11,Qilar,20.0,0.694,0.369,low,0,2,1,overcooked
Vaj ulliri,6,Erëza,5.88,365,884,119,245,Frigorifer,4.0,0.882,0.15,low,0,8,0,overcooked
Djathë,4,Bulmet,8.18,14,264,14,-3,Raft,20.0,5.17,0.632,high,2,13,0,spoiled
Kastravec,1,Perime,2.44,7,16,5,4,Raft,20.0,0.0,0,medium,1,1,0,none
Kos,4,Bulmet,5.68,7,61,3,8,Frigorifer,4.0,0.057,0.01,low,0,3,0,none
Lakër,1,Perime,6.06,14,25,0,19,Kuzhinë,20.0,0.461,0.076,low,0,1,0,spoiled
Kripë,6,Erëza,1.39,1000,0,734,265,Qilar,20.0,0.489,0.352,low,0,2,0,spoiled
Kos,4,Bulmet,7.08,7,61,2,3,Raft,20.0,1.126,0.159,medium,1,12,0,overcooked
Bukë,5,Drithëra,9.43,3,265,3,-2,Ngrirës,-18.0,5.007,0.531,high,2,14,1,overcooked
Kastravec,1,Perime,7.1,7,16,5,2,Raft,20.0,5.062,0.713,high,2,6,1,overcooked
Tërshërë,5,Drithëra,6.92,180,389,32,147,Raft,20.0,0.36,0.052,low,0,13,0,spoiled
Gjalpë,4,Bulmet,3.25,30,717,25,5,Raft,20.0,0.0,0,medium,1,4,1,none
Spinaq,1,Perime,3.38,5,23,0,5,Frigorifer,4.0,0.76,0.225,medium,1,11,1,expired
Mollë,2,Fruta,2.18,21,52,2,21,Qilar,20.0,0.453,0.208,low,0,4,0,expired
Mish pule,3,Mish,4.44,3,165,3,-1,Kuzhinë,20.0,3.246,0.731,high,2,12,1,expired
Piper,6,Erëza,4.85,1000,251,884,116,Ngrirës,-18.0,0.0,0,low,0,15,0,none
Kripë,6,Erëza,8.47,1000,0,301,696,Frigorifer,4.0,0.0,0,low,0,11,0,none
Mish pule,3,Mish,1.69,3,165,0,8,Frigorifer,4.0,0.735,0.435,low,0,11,1,expired
Mish viçi,3,Mish,9.43,4,250,1,6,Ngrirës,-18.0,3.187,0.338,medium,1,7,1,overcooked
Pasta,5,Drithëra,2.89,365,131,121,242,Frigorifer,4.0,0.457,0.158,low,0,13,1,spoiled
Qepë,1,Perime,3.67,30,40,13,15,Raft,20.0,0.143,0.039,low,0,16,0,none
Karrota,1,Perime,0.35,30,41,5,26,Frigorifer,4.0,0.109,0.312,low,0,16,0,overcooked
Kripë,6,Erëza,4.03,1000,0,500,501,Ngrirës,-18.0,1.04,0.258,low,0,12,1,overcooked
Kastravec,1,Perime,4.51,7,16,4,7,Kuzhinë,20.0,1.813,0.402,medium,1,9,0,overcooked
Kos,4,Bulmet,0.71,7,61,1,4,Kuzhinë,20.0,0.118,0.166,medium,1,19,0,expired
Piper,6,Erëza,3.93,1000,251,535,468,Raft,20.0,0.0,0,low,0,16,0,none
Salmon,3,Mish,3.06,2,208,1,-2,Raft,20.0,0.851,0.278,high,2,20,0,expired
Vaj ulliri,6,Erëza,4.55,365,884,85,280,Ngrirës,-18.0,0.437,0.096,low,0,5,0,other
Patate,1,Perime,9.88,45,77,27,18,Raft,20.0,3.073,0.311,low,0,9,0,expired
Patate,1,Perime,3.94,45,77,25,25,Qilar,20.0,0.378,0.096,low,0,9,1,expired
Kripë,6,Erëza,7.03,1000,0,601,404,Ngrirës,-18.0,0.801,0.114,low,0,5,0,expired
Kos,4,Bulmet,7.82,7,61,4,8,Qilar,20.0,0.219,0.028,low,0,14,0,none
Mish pule,3,Mish,6.58,3,165,3,-3,Raft,20.0,4.422,0.672,high,2,20,1,expired
Mish pule,3,Mish,8.91,3,165,2,1,Frigorifer,4.0,6.549,0.735,high,2,16,0,overcooked
Domate,1,Perime,3.44,7,18,4,4,Frigorifer,4.0,0.918,0.267,medium,1,8,0,overcooked
Tërshërë,5,Drithëra,4.49,180,389,82,99,Kuzhinë,20.0,1.217,0.271,low,0,20,0,spoiled
Vezë,3,Mish,2.19,21,155,13,12,Frigorifer,4.0,0.258,0.118,low,0,17,0,expired
Banane,2,Fruta,7.12,6,89,3,2,Raft,20.0,2.129,0.299,high,2,19,0,spoiled
Speca,1,Perime,8.76,10,31,3,4,Qilar,20.0,2.637,0.301,medium,1,7,0,overcooked
Piper,6,Erëza,4.7,1000,251,406,592,Frigorifer,4.0,1.25,0.266,low,0,8,0,other
Gjalpë,4,Bulmet,4.52,30,717,30,4,Ngrirës,-18.0,0.818,0.181,medium,1,9,0,overcooked
Domate,1,Perime,3.93,7,18,2,5,Ngrirës,-18.0,0.896,0.228,medium,1,8,0,overcooked
Oriz,5,Drithëra,4.15,365,130,10,352,Ngrirës,-18.0,0.087,0.021,low,0,20,0,none
Lakër,1,Perime,2.6,14,25,12,3,Qilar,20.0,0.814,0.313,medium,1,14,1,overcooked
Vezë,3,Mish,2.59,21,155,14,8,Kuzhinë,20.0,0.0,0,low,0,19,0,none
Domate,1,Perime,5.16,7,18,5,7,Raft,20.0,0.253,0.049,medium,1,20,0,none
Banane,2,Fruta,6.88,6,89,3,1,Qilar,20.0,3.701,0.538,high,2,9,0,overcooked
Speca,1,Perime,1.58,10,31,3,4,Raft,20.0,0.637,0.403,medium,1,13,0,spoiled
Tërshërë,5,Drithëra,0.35,180,389,127,54,Kuzhinë,20.0,0.032,0.091,low,0,2,0,overcooked
Tërshërë,5,Drithëra,7.16,180,389,175,10,Kuzhinë,20.0,1.833,0.256,low,0,12,0,spoiled
Piper,6,Erëza,6.61,1000,251,571,428,Qilar,20.0,0.357,0.054,low,0,18,0,overcooked
Oriz,5,Drithëra,0.98,365,130,181,184,Qilar,20.0,0.258,0.263,low,0,14,0,overcooked
Mollë,2,Fruta,5.9,21,52,14,5,Raft,20.0,0.024,0.004,medium,1,19,0,none
Salmon,3,Mish,8.91,2,208,2,-2,Kuzhinë,20.0,5.836,0.655,high,2,17,0,other
Qepë,1,Perime,8.72,30,40,4,25,Raft,20.0,2.067,0.237,low,0,15,0,overcooked
Majdanoz,6,Erëza,7.19,5,36,0,9,Qilar,20.0,0.669,0.093,low,0,6,0,expired
Domate,1,Perime,4.58,7,18,3,3,Frigorifer,4.0,1.017,0.222,medium,1,5,1,other
Mish pule,3,Mish,4.35,3,165,3,3,Frigorifer,4.0,1.127,0.259,medium,1,2,0,overcooked
Domate,1,Perime,8.93,7,18,3,1,Ngrirës,-18.0,4.519,0.506,high,2,8,0,overcooked
Spinaq,1,Perime,1.12,5,23,4,2,Ngrirës,-18.0,0.46,0.411,high,2,3,0,overcooked
Banane,2,Fruta,4.61,6,89,4,7,Ngrirës,-18.0,0.622,0.135,medium,1,11,1,overcooked
Vaj ulliri,6,Erëza,1.97,365,884,206,156,Ngrirës,-18.0,0.723,0.367,low,0,8,0,spoiled
Tërshërë,5,Drithëra,0.32,180,389,129,50,Frigorifer,4.0,0.086,0.269,low,0,13,0,expired
Gjalpë,4,Bulmet,9.95,30,717,21,7,Frigorifer,4.0,4.627,0.465,medium,1,2,0,other
Vezë,3,Mish,3.86,21,155,17,5,Frigorifer,4.0,0.83,0.215,medium,1,10,1,expired
Pasta,5,Drithëra,5.25,365,131,318,46,Kuzhinë,20.0,0.599,0.114,low,0,4,0,overcooked
Karrota,1,Perime,7.87,30,41,15,15,Raft,20.0,0.0,0,low,0,7,0,none
Bukë,5,Drithëra,4.16,3,265,1,-1,Raft,20.0,1.81,0.435,high,2,16,0,other
Limon,2,Fruta,2.42,21,29,0,19,Kuzhinë,20.0,0.816,0.337,low,0,5,0,expired
Tërshërë,5,Drithëra,7.26,180,389,65,115,Kuzhinë,20.0,0.0,0,low,0,10,0,none
Vezë,3,Mish,0.6,21,155,5,13,Qilar,20.0,0.111,0.185,low,0,14,0,expired
Majdanoz,6,Erëza,7.61,5,36,0,2,Ngrirës,-18.0,3.698,0.486,high,2,6,0,overcooked
Vezë,3,Mish,9.56,21,155,8,11,Frigorifer,4.0,0.038,0.004,low,0,13,1,none
Vezë,3,Mish,2.79,21,155,12,13,Kuzhinë,20.0,0.555,0.199,low,0,6,0,spoiled
Bukë,5,Drithëra,7.29,3,265,1,0,Raft,20.0,3.113,0.427,high,2,15,0,other
Vaj ulliri,6,Erëza,3.65,365,884,14,350,Kuzhinë,20.0,0.734,0.201,low,0,16,0,other
Vezë,3,Mish,0.56,21,155,8,15,Raft,20.0,0.225,0.401,low,0,19,0,overcooked
Qumësht,4,Bulmet,5.28,5,42,5,-2,Kuzhinë,20.0,3.289,0.623,high,2,8,1,overcooked
Pasta,5,Drithëra,6.8,365,131,197,167,Raft,20.0,1.374,0.202,low,0,2,0,spoiled
Qumësht,4,Bulmet,8.5,5,42,3,1,Frigorifer,4.0,3.715,0.437,high,2,16,0,spoiled
Limon,2,Fruta,9.7,21,29,1,25,Kuzhinë,20.0,1.329,0.137,low,0,8,0,other
Vezë,3,Mish,8.03,21,155,14,5,Kuzhinë,20.0,4.111,0.512,medium,1,15,0,expired
Salmon,3,Mish,7.48,2,208,0,0,Raft,20.0,4.241,0.567,high,2,1,0,overcooked
Qumësht,4,Bulmet,5.67,5,42,5,4,Qilar,20.0,1.831,0.323,medium,1,12,0,spoiled
Majdanoz,6,Erëza,4.6,5,36,4,5,Kuzhinë,20.0,1.242,0.27,medium,1,4,0,spoiled
Domate,1,Perime,3.48,7,18,4,8,Raft,20.0,0.0,0,low,0,12,0,none
Qepë,1,Perime,8.98,30,40,15,14,Kuzhinë,20.0,1.868,0.208,low,0,4,0,spoiled
Speca,1,Perime,1.3,10,31,6,4,Kuzhinë,20.0,0.101,0.078,medium,1,7,0,expired
Vaj ulliri,6,Erëza,4.2,365,884,324,39,Raft,20.0,0.517,0.123,low,0,17,0,other
Domate,1,Perime,5.35,7,18,0,12,Kuzhinë,20.0,0.0,0,low,0,19,1,none
Qumësht,4,Bulmet,7.83,5,42,1,3,Kuzhinë,20.0,2.271,0.29,medium,1,20,0,other
Mish viçi,3,Mish,9.8,4,250,1,4,Kuzhinë,20.0,2.176,0.222,medium,1,11,0,other
Kripë,6,Erëza,1.42,1000,0,422,583,Qilar,20.0,0.041,0.029,low,0,18,0,none
Speca,1,Perime,2.18,10,31,4,8,Ngrirës,-18.0,0.702,0.322,low,0,6,0,expired
Vaj ulliri,6,Erëza,3.59,365,884,245,123,Raft,20.0,0.0,0,low,0,10,1,none
Kripë,6,Erëza,0.23,1000,0,109,888,Kuzhinë,20.0,0.0,0,low,0,5,0,none
Pasta,5,Drithëra,0.66,365,131,136,228,Ngrirës,-18.0,0.215,0.326,low,0,2,0,spoiled
Vaj ulliri,6,Erëza,5.46,365,884,183,186,Frigorifer,4.0,0.42,0.077,low,0,20,0,other
Lakër,1,Perime,5.16,14,25,12,3,Kuzhinë,20.0,1.465,0.284,medium,1,13,1,overcooked
Djathë,4,Bulmet,0.63,14,264,11,4,Ngrirës,-18.0,0.161,0.256,medium,1,20,1,spoiled
Oriz,5,Drithëra,7.08,365,130,331,36,Raft,20.0,0.75,0.106,low,0,7,0,overcooked
Vezë,3,Mish,1.86,21,155,21,-2,Ngrirës,-18.0,0.764,0.411,high,2,6,0,other
Qepë,1,Perime,4.34,30,40,17,14,Qilar,20.0,1.024,0.236,low,0,1,0,other
Bukë,5,Drithëra,9.38,3,265,0,2,Qilar,20.0,6.988,0.745,high,2,20,0,overcooked
Salmon,3,Mish,7.92,2,208,2,2,Raft,20.0,6.423,0.811,high,2,8,0,expired
Kripë,6,Erëza,5.1,1000,0,425,580,Raft,20.0,1.04,0.204,low,0,13,0,overcooked
Lakër,1,Perime,8.85,14,25,10,6,Raft,20.0,2.115,0.239,medium,1,17,1,expired
Karrota,1,Perime,6.72,30,41,14,16,Raft,20.0,1.404,0.209,low,0,20,0,expired
Pasta,5,Drithëra,8.87,365,131,195,168,Qilar,20.0,0.0,0,low,0,1,0,none
Qumësht,4,Bulmet,8.05,5,42,3,6,Frigorifer,4.0,3.405,0.423,medium,1,10,0,overcooked
Qumësht,4,Bulmet,0.92,5,42,0,4,Raft,20.0,0.51,0.554,medium,1,1,0,spoiled
Pasta,5,Drithëra,6.33,365,131,109,259,Frigorifer,4.0,0.342,0.054,low,0,7,1,expired
Tërshërë,5,Drithëra,6.89,180,389,6,178,Frigorifer,4.0,0.627,0.091,low,0,2,0,overcooked
Djathë,4,Bulmet,0.8,14,264,13,1,Qilar,20.0,0.447,0.559,high,2,14,1,other
Oriz,5,Drithëra,4.1,365,130,161,201,Frigorifer,4.0,0.172,0.042,low,0,20,0,none
Vaj ulliri,6,Erëza,7.48,365,884,23,340,Qilar,20.0,1.107,0.148,low,0,17,0,overcooked
Kripë,6,Erëza,6.89,1000,0,621,377,Kuzhinë,20.0,0.227,0.033,low,0,13,0,none
Salmon,3,Mish,1.65,2,208,0,1,Kuzhinë,20.0,1.544,0.936,high,2,18,0,spoiled
Banane,2,Fruta,6.81,6,89,6,2,Raft,20.0,4.236,0.622,high,2,5,0,expired
Domate,1,Perime,5.77,7,18,6,6,Raft,20.0,1.696,0.294,medium,1,3,0,spoiled
Tërshërë,5,Drithëra,7.44,180,389,88,92,Raft,20.0,0.0,0,low,0,5,0,none
Kastravec,1,Perime,2.29,7,16,4,3,Frigorifer,4.0,0.946,0.413,medium,1,6,0,other
Oriz,5,Drithëra,5.54,365,130,148,215,Raft,20.0,0.554,0.1,low,0,16,0,overcooked
Spinaq,1,Perime,6.75,5,23,1,2,Qilar,20.0,4.718,0.699,high,2,20,0,spoiled
Limon,2,Fruta,4.91,21,29,10,12,Raft,20.0,0.344,0.07,low,0,12,0,other
Kastravec,1,Perime,0.15,7,16,3,4,Kuzhinë,20.0,0.033,0.219,medium,1,9,0,spoiled
Pasta,5,Drithëra,7.36,365,131,245,124,Kuzhinë,20.0,0.0,0,low,0,18,0,none
